year,city,tmin,tmax,rh,sh,sr,ep,ws,rf
01/05/2019,Sokoto,25.1,37.4,50,5.5,17.5,15.2,9.7,41.3
01/06/2019,Sokoto,23.7,35.5,61,7.8,17.5,10.5,8.4,94.7
01/07/2019,Sokoto,21.3,30.7,74,6.3,14.7,8,7.6,152.2
01/08/2019,Sokoto,21.5,30.7,82,6.9,12.9,6.4,7.3,130.2
01/09/2019,Sokoto,21.7,31.5,75,8.8,15.3,6.9,6.4,93.9
01/10/2019,Sokoto,21.2,35.8,39,9.6,17.2,11.4,9.8,1.6
01/11/2019,Sokoto,16.7,34.9,42,8.2,16.7,17.2,6.5,0
01/12/2019,Sokoto,18,34.2,54,8.4,15.6,17.2,6.5,0
01/01/2020,Sokoto,16.3,32.1,12,5.5,14.9,17.2,7,0
01/02/2020,Sokoto,15.4,31.4,23,9.4,16.6,20.1,6.2,0
01/03/2020,Sokoto,19.1,35.4,11,5.3,18.5,20.4,6.6,0
01/04/2020,Sokoto,25.1,39.4,39,6.9,20.4,17.9,6.7,0
01/05/2020,Sokoto,26.3,39.8,49,7.2,19,15.5,6.7,24.8
01/06/2020,Sokoto,23.9,35.2,61,7.5,17.5,12.2,9.3,64.1
01/07/2020,Sokoto,22.4,31.2,72,6.5,15.5,9.5,9.5,114.6
01/08/2020,Sokoto,21.4,29.1,83,6.3,15.2,6.6,5.3,179.9
01/09/2020,Sokoto,21.3,32.2,75,6.7,15.7,5.5,6.1,98
01/10/2020,Sokoto,19.4,36.1,67,8.4,16.8,11.2,4.7,119.9
01/11/2020,Sokoto,16.1,34.6,33,7.7,16.9,16.7,7.9,0
01/12/2020,Sokoto,13.1,30.8,20,8.4,14.9,17.5,5.3,0
01/01/2021,Sokoto,12.8,31.5,20,6.7,16,15.6,9.6,0
01/02/2021,Sokoto,16.2,35,15,9.1,16.7,21.2,7.7,0
01/03/2021,Sokoto,21.3,40.1,23,6.8,19.5,19.9,5.8,0
01/04/2021,Sokoto,26,40.2,34,8.7,19.2,20.5,4.8,0.4
01/05/2021,Sokoto,25.6,39.2,52,9,17.9,15.7,6.7,128.7
01/06/2021,Sokoto,23.7,35,66,7.6,16.2,12.3,8.8,126.1
01/07/2021,Sokoto,23.7,32.1,76,7,16,7.9,9.1,322.8
01/08/2021,Sokoto,22.5,29.6,85,6.7,13.7,5.9,7.1,357.6
01/09/2021,Sokoto,21.3,31.5,77,8.5,16.4,6.6,6.8,88.2
01/10/2021,Sokoto,21.3,35.4,52,9.2,17.8,10.2,3.8,122.9
01/11/2021,Sokoto,20.1,37.4,27,8.8,17.3,11.2,6,0
01/12/2021,Sokoto,16.8,34.5,30,8.5,16.7,16.5,8.2,0
01/01/1991,Ilorin,19.9,33.9,75,8,13.8,7.2,3.5,0
01/02/1991,Ilorin,22.8,35.1,69,7.7,16.7,9.5,5.4,18.8
01/03/1991,Ilorin,23.9,35.8,71,7.2,18.8,8.8,3.9,3.6
01/04/1991,Ilorin,22.8,34.5,72,6.6,17,7.6,3.6,44.4
01/05/1991,Ilorin,21.9,31.1,79,6.6,15.8,4.5,3.5,135.2
01/06/1991,Ilorin,21.7,29.9,81,6.1,15,3.7,3.1,214.7
01/07/1991,Ilorin,20.9,28,85,4.6,11.6,3,3.8,123.9
01/08/1991,Ilorin,21.1,27.9,85,3,12.2,2.5,4,280.1
01/09/1991,Ilorin,21.2,29.5,86,4.3,15.1,2.5,3.1,214.6
01/10/1991,Ilorin,21.8,30.4,82,4.5,15.8,2.9,3.3,197.3
01/11/1991,Ilorin,22.2,32.3,75,6.9,17,5.5,3,2.9
01/12/1991,Ilorin,16.4,32,56,7.4,15.1,8.1,4.3,1.6
01/01/1992,Ilorin,19.2,32.9,56,6.4,14.5,9.5,4.3,0.25
01/02/1992,Ilorin,22.3,35.7,63,6.2,16.8,11.1,4.2,0.25
01/03/1992,Ilorin,22.9,35.1,73,4.7,15.9,8,4.6,117.7
01/04/1992,Ilorin,22.8,33.9,74,6.4,16.4,6.6,4.3,86.3
01/05/1992,Ilorin,22.3,32.2,80,7.5,14.1,4,4.8,265.8
01/06/1992,Ilorin,22.1,30.1,83,5.8,14.8,3.5,4.8,225.8
01/07/1992,Ilorin,20.9,28.3,86,4.3,12.2,3.2,4.3,163.3
01/08/1992,Ilorin,20.8,27.9,87,3.5,11.4,2.7,4.2,76.8
01/09/1992,Ilorin,20.9,29.1,85,3.6,14.1,2.7,3.2,252.9
01/10/1992,Ilorin,22.2,31,82,6.4,14.6,3,3.2,98.3
01/11/1992,Ilorin,19.3,33.3,61,7.9,17,7.9,3.5,0.25
01/12/1992,Ilorin,20.1,33.9,76,7.2,14,6.9,4.2,0
01/01/1993,Ilorin,20.2,33.1,49,8.3,14.9,9.9,3.7,8
01/02/1993,Ilorin,22.1,33.9,58,8.4,17.9,8.8,3.8,28.9
01/03/1993,Ilorin,22.9,35.1,68,7.4,15.6,7.7,4.6,22.2
01/04/1993,Ilorin,22.7,33.2,76,5.7,16.3,6,4.1,141.8
01/05/1993,Ilorin,22.5,30.9,81,7.3,16,3.4,3.9,150.6
01/06/1993,Ilorin,21.9,30.1,82,6,13,3,4.2,127.2
01/07/1993,Ilorin,20.9,28.2,85,3.7,12.3,2.8,4.2,76.7
01/08/1993,Ilorin,20.7,27.9,84,3.6,11.2,2.9,3.7,182.5
01/09/1993,Ilorin,20.6,29.1,86,4.1,13.2,2.1,3.8,247.8
01/10/1993,Ilorin,21.3,30,84,5.6,16.5,2.2,3.6,229.4
01/11/1993,Ilorin,20.3,32.2,70,8.2,16.4,4.9,3.7,0
01/12/1993,Ilorin,20.1,33.3,65,7.7,15.3,6.6,6,0
01/01/1994,Ilorin,17.2,31.1,23,7.4,14.7,13.5,4.3,0
01/02/1994,Ilorin,21.5,35.9,57,8.5,17.5,9.8,4.5,8.6
01/03/1994,Ilorin,22.9,36.1,52,6,16.9,11.6,5,15
01/04/1994,Ilorin,23.6,35.2,74,7.1,17.7,6.3,4.5,92.3
01/05/1994,Ilorin,22.8,32.9,77,6.2,15.8,4.5,6.1,175.1
01/06/1994,Ilorin,21.9,30.3,81,4.9,12.6,3.3,4.1,146.2
01/07/1994,Ilorin,21.1,28.1,84,4.8,12.3,2.9,4.9,91.8
01/08/1994,Ilorin,20.6,28.2,87,4,12.8,2.5,4.6,215.9
01/09/1994,Ilorin,20.8,30.1,84,5.4,15,2.5,4.8,228.3
01/10/1994,Ilorin,21.6,32.2,77,6.2,15.2,4.2,4.6,34
01/11/1994,Ilorin,23.1,34.1,72,7.3,16.4,5.8,3.9,1.7
01/12/1994,Ilorin,21.3,32,76,7.4,14.5,4.4,5.3,148.3
01/01/1995,Ilorin,18.2,33.3,56,7.1,12.9,9,5.3,0
01/02/1995,Ilorin,22.3,35.8,68,6.6,15.5,10.5,5.1,0
01/03/1995,Ilorin,23.9,36.1,73,7.7,18.5,6.6,5.2,83.5
01/04/1995,Ilorin,22.8,33,79,6.9,15.9,5,5.7,88.3
01/05/1995,Ilorin,21.7,31.9,77,6.6,15.2,3.6,5.1,139.9
01/06/1995,Ilorin,21.3,30.1,80,6.4,14.1,3.1,4.3,214.3
01/07/1995,Ilorin,20.9,29.3,83,3.6,12.2,2.6,5.1,267.3
01/08/1995,Ilorin,21.7,30.2,85,4,10.9,2.8,4.9,272.5
01/09/1995,Ilorin,20.8,30.1,83,4.5,11.4,2.5,3.8,158.8
01/10/1995,Ilorin,21.7,31.1,81,6.1,14.4,3.1,3.8,83.3
01/11/1995,Ilorin,21.9,34.2,70,6.6,17.9,5.6,4.7,2.6
01/12/1995,Ilorin,19.2,33.3,58,6.5,15.4,7.6,5.6,0.25
01/01/1996,Ilorin,22.2,33.9,64,7.1,14,7.7,7.5,0.8
01/02/1996,Ilorin,19.6,35.2,43,7.4,17.8,12.7,5.9,0.25
01/03/1996,Ilorin,24.6,35.9,68,6.8,18.4,7.8,4.5,51.3
01/04/1996,Ilorin,23.6,33.1,76,7.3,16.5,4.8,4.9,57.6
01/05/1996,Ilorin,23.5,32.3,77,6.7,16.4,4.7,5.3,175.6
01/06/1996,Ilorin,21.2,29.8,83,6.6,13.8,2.9,5.4,184.9
01/07/1996,Ilorin,21.1,29.1,83,3.6,12.8,2.8,5.4,251.1
01/08/1996,Ilorin,22.2,28.9,86,3.1,11.4,2.7,5.9,89.9
01/09/1996,Ilorin,20.9,30.3,84,4.7,13.7,2.1,3.7,293.1
01/10/1996,Ilorin,20.8,33.2,78,6.8,15.9,4.1,5.4,20.5
01/11/1996,Ilorin,22.1,34.9,75,6.4,17.4,5.7,5.7,8.5
01/12/1996,Ilorin,18.3,33.3,45,7.3,15.7,9.2,5.5,0
01/01/1997,Ilorin,22.2,34.1,65,8,15.7,7.7,5.5,5.5
01/02/1997,Ilorin,22.9,35.3,75,6,17.4,6.6,6.5,90.7
01/03/1997,Ilorin,23.3,34.2,74,6.3,18.2,5.5,5.7,108.4
01/04/1997,Ilorin,23.2,34.3,75,6.6,17.3,4.9,6.5,58.3
01/05/1997,Ilorin,23.3,33.3,76,6.5,16.1,4.2,5.9,97.5
01/06/1997,Ilorin,21.2,30.2,82,5,13.3,3.5,4.4,264
01/07/1997,Ilorin,21.1,28.3,86,3.4,11.8,2.6,5.4,126.9
01/08/1997,Ilorin,21.3,28.2,84,2.6,11.1,2.6,5.7,153.7
01/09/1997,Ilorin,21.1,29.3,85,3.8,12.9,2.3,3.9,195.7
01/10/1997,Ilorin,21,31.2,83,6.2,14.6,2.7,5.5,220.9
01/11/1997,Ilorin,21.2,32.2,75,6.7,17.7,5,5.6,6.8
01/12/1997,Ilorin,17.3,31.9,47,6.8,16,8.5,5.4,0
01/01/1998,Ilorin,19.9,34.1,63,3.1,14.8,8.1,5.4,0
01/02/1998,Ilorin,23.8,36.3,70,6.5,17.5,8,6.1,3.6
01/03/1998,Ilorin,22.7,34.9,66,5.9,16.4,8,5.5,68.4
01/04/1998,Ilorin,24.9,35.3,71,7.2,16.9,7.9,6,19.6
01/05/1998,Ilorin,23.6,35.2,72,7,14.7,6.1,4.9,79.4
01/06/1998,Ilorin,22.8,30.9,79,4.4,13.5,3.4,4.5,183.7
01/07/1998,Ilorin,21.9,30.2,84,3.5,13.1,3.1,4.7,176.3
01/08/1998,Ilorin,21.5,30.1,86,2.5,12.2,2.3,4.4,338.3
01/09/1998,Ilorin,20.6,30,84,5.2,14.6,2.7,4.1,238.6
01/10/1998,Ilorin,21.7,32.2,83,6.2,14.6,3.8,3.9,105.8
01/11/1998,Ilorin,21.2,33.9,73,7.8,18.1,7.5,3.5,0
01/12/1998,Ilorin,19.3,34.1,58,7.3,15.9,8.7,5.6,0
01/01/1999,Ilorin,20.9,33.3,56,5.6,14.7,8.8,5.2,73.3
01/02/1999,Ilorin,22.8,35.1,70,7,17.4,8,4.5,26.2
01/03/1999,Ilorin,23.6,34.9,75,7.1,16.7,6.8,5.1,48.3
01/04/1999,Ilorin,22.7,34.2,75,6.2,17.2,5.6,4.2,103.2
01/05/1999,Ilorin,22.6,32.1,79,6.4,15.5,4.2,4.3,169.1
01/06/1999,Ilorin,22.3,30.3,82,6.6,14.4,3,3.4,196.3
01/07/1999,Ilorin,21.9,29.1,84,5.2,11.8,3.4,3.6,69.2
01/08/1999,Ilorin,20.8,27.9,83,5.3,11.2,3.4,3.3,59.6
01/09/1999,Ilorin,20.6,30.1,83,5.2,12.8,2.9,3.4,107.7
01/10/1999,Ilorin,21.8,32.2,80,5.3,15.6,3.7,3.2,43.1
01/11/1999,Ilorin,22.2,34.3,77,6.5,18.1,6.9,3.1,2.6
01/12/1999,Ilorin,20.3,33.3,59,4.8,14.9,8.4,3.6,0.3
01/01/2000,Ilorin,16.2,33.1,24,4.9,14.8,12.4,5,0
01/02/2000,Ilorin,19.8,35.3,36,5,17.1,13.5,5,0
01/03/2000,Ilorin,22.9,35.1,71,3.1,18.7,7.9,7,46.5
01/04/2000,Ilorin,22.6,33.9,76,5.1,17.1,6.5,8,54.6
01/05/2000,Ilorin,21.9,31.8,77,6.3,15.8,4.3,7,42.7
01/06/2000,Ilorin,21.1,30,83,5,13.8,3.4,6,199.5
01/07/2000,Ilorin,20.9,29.1,81,4.5,12.4,3.3,6,95.8
01/08/2000,Ilorin,20.7,29.3,86,4.5,11.2,2.9,7,119
01/09/2000,Ilorin,20.6,29,86,4.2,12.9,2.8,5,121.3
01/10/2000,Ilorin,21.8,31.1,82,5.8,15.4,3.4,5,115.2
01/11/2000,Ilorin,20.6,35.2,69,7.7,18.3,7.9,3,0
01/12/2000,Ilorin,19.2,33.4,57,5.3,16.5,8,4,0
01/01/2001,Ilorin,22,34,61,5.9,15.5,8.1,7,0
01/02/2001,Ilorin,20.5,35,46,7.8,17.1,11.6,5,5.4
01/03/2001,Ilorin,22.6,37,48,6.5,18.6,13.6,5,0
01/04/2001,Ilorin,22.8,34,76,7.4,17.2,6.6,6,80.1
01/05/2001,Ilorin,21.7,32,82,6.5,16.9,3.9,7,144.8
01/06/2001,Ilorin,21.6,31,86,6.1,15.1,3.5,6,132.4
01/07/2001,Ilorin,21.9,28,87,3.1,12.3,2.5,6,185
01/08/2001,Ilorin,20.6,28,88,3.9,12.5,2.4,7,86.1
01/09/2001,Ilorin,20.8,30,88,3.7,13.1,2.4,5,261.4
01/10/2001,Ilorin,21.6,32,50,6,15.1,3.3,5,61.4
01/11/2001,Ilorin,22.9,35,77,6.9,18.3,5.2,5,16.9
01/12/2001,Ilorin,22.2,33,76,6,16.3,6.1,4,46.6
01/01/2002,Ilorin,20.8,33.6,64,5.1,15.9,8.1,3,3.1
01/02/2002,Ilorin,23.3,35.5,73,8,17.9,7.3,4,19.7
01/03/2002,Ilorin,23.8,34.6,75,6.2,19.9,6.4,6,92.1
01/04/2002,Ilorin,22.6,32.3,77,6.8,18.2,4.7,7,128
01/05/2002,Ilorin,22.3,30.8,82,7.9,15.7,2.7,6,355.7
01/06/2002,Ilorin,22,31.1,83,6.6,14.7,3.1,5,119
01/07/2002,Ilorin,21.4,28.8,86,4.8,11.6,2.3,5,325.9
01/08/2002,Ilorin,21.3,27.9,87,4.3,11.2,2.4,4,138.8
01/09/2002,Ilorin,21.5,30.1,86,4.9,12.6,2.5,5,112.7
01/10/2002,Ilorin,21.1,30.3,83,6.4,18.2,1.1,4,172.9
01/11/2002,Ilorin,21.5,33.2,75,5.2,19,5.6,4,0.5
01/12/2002,Ilorin,19.1,32.9,55,8.1,16.7,8.7,3,0
01/01/2003,Ilorin,17.7,32.5,42,6.1,17.9,12.4,4,0
01/02/2003,Ilorin,20.5,36.1,45,5.7,18,13.8,3,0
01/03/2003,Ilorin,23.9,36.5,68,7.7,16.5,9.1,6,0
01/04/2003,Ilorin,23.5,35,69,7.3,16.9,6.6,6,41.5
01/05/2003,Ilorin,22.8,32.1,78,7.4,15.6,4.3,7,140.4
01/06/2003,Ilorin,21.6,29.9,78,7,12.9,3.5,5,72.5
01/07/2003,Ilorin,21.6,28.9,83,4,11.9,3,6,116.3
01/08/2003,Ilorin,21.3,27.7,83,2.4,13.3,3.1,5,49.2
01/09/2003,Ilorin,21,28.2,85,4.5,15.1,2.5,4,289.7
01/10/2003,Ilorin,20.9,30.9,81,6.3,17.5,3,4,166.4
01/11/2003,Ilorin,20.2,31.8,63,7.7,18.2,5.7,4,55.6
01/12/2003,Ilorin,18.7,33.8,61,7.3,14.5,7.3,3,0
01/01/2004,Ilorin,18.2,32.8,43,6.5,17.2,11.3,5,0
01/02/2004,Ilorin,21.3,35.7,60,5.3,17.8,10.4,5,3.6
01/03/2004,Ilorin,22.3,34.9,65,6.7,17.1,7.9,6,52
01/04/2004,Ilorin,23.5,34.2,70,7.2,16.2,6.5,7,27.8
01/05/2004,Ilorin,23,32.2,79,7.1,14.1,4,5,141.4
01/06/2004,Ilorin,21.9,27.6,82,6.6,13.9,2.9,6,130.6
01/07/2004,Ilorin,21.3,28.8,86,5.1,12.3,2.8,6,146.5
01/08/2004,Ilorin,21.1,28.5,85,3.2,12.7,2.3,5,193.5
01/09/2004,Ilorin,20.8,29.3,86,3.9,16.6,2.2,5,234.8
01/10/2004,Ilorin,21.3,31.2,82,7.2,17.4,2.7,5,202.3
01/11/2004,Ilorin,18,32.2,60,7.8,16.4,4.4,3,25.4
01/12/2004,Ilorin,19.4,33.3,54,8.4,15.4,7.3,3,0
01/01/2005,Ilorin,20.1,33.1,57,6.5,17.1,7.6,3,39.3
01/02/2005,Ilorin,22,36.5,63,7.8,18.4,8.9,4,0
01/03/2005,Ilorin,23.8,36.3,69,7.2,18.1,7.5,6,19.8
01/04/2005,Ilorin,23.3,33.3,77,6.9,15.2,5,6,223
01/05/2005,Ilorin,22.2,31.5,79,7.8,16.1,3.3,8,156
01/06/2005,Ilorin,21.8,30.2,81,6,14.9,3.2,6,131.2
01/07/2005,Ilorin,21.8,28.2,84,5.5,10.6,2.5,5,89.6
01/08/2005,Ilorin,21.5,28.2,82,3.9,12.6,2.6,5,87
01/09/2005,Ilorin,21.8,29.6,83,4.4,14.5,2.5,4,260.6
01/10/2005,Ilorin,21.3,30.3,83,7.2,14.7,2.4,4,235.5
01/11/2005,Ilorin,19.4,33.1,63,8.2,18.6,6.7,4,0
01/12/2005,Ilorin,16.2,32.8,39,8.3,16.2,9.7,3,0
01/01/2006,Ilorin,17.7,33.5,37,6.8,15.9,10.6,4,0
01/02/2006,Ilorin,20.7,35.8,45,7.4,16.9,11,4,2.1
01/03/2006,Ilorin,23.2,35.5,72,6.7,17.2,7.3,6,33.3
01/04/2006,Ilorin,22.8,34.4,73,7.4,18.3,5.7,7,122
01/05/2006,Ilorin,22.7,31.5,81,6,15.3,3.5,6,209.6
01/06/2006,Ilorin,22.1,30.5,84,6.9,14.4,2.9,5,171.3
01/07/2006,Ilorin,21.7,28.7,85,4,12.7,2.4,7,218.7
01/08/2006,Ilorin,22.1,28.6,87,2.7,10.8,2.2,7,232.1
01/09/2006,Ilorin,21.8,29.5,85,5.1,13.5,2.4,4,188.5
01/10/2006,Ilorin,21.9,30.9,82,4.5,15.8,2.9,3,154.6
01/11/2006,Ilorin,19.1,32.4,84,7.6,15.8,5.6,3,46.8
01/12/2006,Ilorin,20.4,33.4,70,5.7,14.7,5.1,2,30.2
01/01/2007,Ilorin,21.2,34.5,76,3.7,16,7.2,3,0
01/02/2007,Ilorin,23.2,36,66,7.3,17.3,8.2,4,0.9
01/03/2007,Ilorin,23.4,35.8,69,4.4,16.8,7.3,5,61.4
01/04/2007,Ilorin,23.4,34.2,69,6.3,17.6,5.9,6,25.8
01/05/2007,Ilorin,22.2,31.9,77,6.5,15.1,4.3,5,143.2
01/06/2007,Ilorin,22.1,30.9,79,6.4,12.6,4.2,4,152.8
01/07/2007,Ilorin,21.7,29.3,80,4.3,10.7,3.1,5,104.2
01/08/2007,Ilorin,21.5,28.7,85,2.9,11,2.7,5,131.4
01/09/2007,Ilorin,21.5,29,85,4.1,14.5,2.4,5,262.7
01/10/2007,Ilorin,21.5,31,79,6.4,13.6,3.4,2,62.9
01/11/2007,Ilorin,16.6,33.3,56,7.1,17.3,8,2,0
01/12/2007,Ilorin,19.8,33.9,73,7.8,15.1,7.2,1,0
01/01/2008,Ilorin,20.1,33.1,64,6.1,14.6,8,2,0
01/02/2008,Ilorin,19.1,34.3,30,7.5,18.4,12.8,3,0
01/03/2008,Ilorin,23.1,36.1,61,7.3,18.1,8.1,3,50.7
01/04/2008,Ilorin,22.4,33.9,77,7,17.9,4.8,2,179.5
01/05/2008,Ilorin,22.5,32.2,80,6.8,14.7,3.2,3,216.9
01/06/2008,Ilorin,21.7,30.2,85,5.8,14.3,2.7,2,229.5
01/07/2008,Ilorin,21.3,28.4,83,4,11.9,3,3,102.9
01/08/2008,Ilorin,21.9,28,84,4.1,12,2.7,2,86
01/09/2008,Ilorin,21,29.3,84,5.1,14.8,2.6,2,334.8
01/10/2008,Ilorin,22,30.5,79,6.7,17.9,2.8,2,121.7
01/11/2008,Ilorin,22,32.8,78,8,16.8,4.5,2,0.8
01/12/2008,Ilorin,20.6,33.6,65,6.9,16.1,7,3.2,11.6
01/01/2009,Ilorin,18.9,34.1,43,5.4,14.8,10.1,4,0
01/02/2009,Ilorin,22.4,35.3,50,5.9,18.3,10.4,4,0.3
01/03/2009,Ilorin,24.1,34.2,54,8,16.4,10.2,4,19
01/04/2009,Ilorin,25,34.3,70,7,17.6,6.7,3,107.4
01/05/2009,Ilorin,25,32.4,80,7,15.3,3.5,5,169.2
01/06/2009,Ilorin,21.9,31.1,79,6.6,14.1,2.8,4,241.6
01/07/2009,Ilorin,22,28.7,86,4,12.8,2.4,3,209
01/08/2009,Ilorin,21.1,28.1,84,3.6,11.4,2.1,3,334.6
01/09/2009,Ilorin,21,30,83,4.9,13,2.6,3.2,338.1
01/10/2009,Ilorin,21.9,31.2,82,5.9,17.5,2.8,2.6,176.3
01/11/2009,Ilorin,21.7,35,72,8.4,16.4,6.6,2.6,0
01/12/2009,Ilorin,19.5,34.5,60,7.7,16.1,8.3,3.4,0
01/01/2010,Ilorin,21.3,33.5,62,6.3,14.2,8.2,3,0
01/02/2010,Ilorin,21.1,33.9,65,7.9,17.7,8.4,3,15.1
01/03/2010,Ilorin,23,35.1,73,7.4,17.7,5.5,3,68
01/04/2010,Ilorin,22.8,33.2,77,4.7,17,6.3,3,118.3
01/05/2010,Ilorin,21.9,30.9,82,7.1,14.3,4.5,4,171.3
01/06/2010,Ilorin,21.7,30.1,83,6.4,11.8,3.3,5,296.2
01/07/2010,Ilorin,20.7,29.3,86,4.2,11.9,2.9,3,179.4
01/08/2010,Ilorin,18.3,29,87,2.7,10.5,3.1,3,138.1
01/09/2010,Ilorin,17.7,28.9,86,5.6,13.9,2.3,3,268.9
01/10/2010,Ilorin,21.1,30.8,85,5.9,16.6,2.5,3,248.3
01/11/2010,Ilorin,21.6,33.8,78,7.9,17.2,5.6,3,35.7
01/12/2010,Ilorin,18.3,34.1,58,8.4,18.1,8.9,3.1,0
01/01/2011,Ilorin,21.7,34.4,65,8.3,14.9,7.9,4,34.8
01/02/2011,Ilorin,22.4,34.7,35,8.4,17.2,12.8,4,0
01/03/2011,Ilorin,25.3,36.9,61,7.4,18.2,10.4,4,19.6
01/04/2011,Ilorin,26.2,34.4,73,6.5,15.5,6.1,3,45.9
01/05/2011,Ilorin,25.9,33,76,5.9,15.1,5.5,2,105.6
01/06/2011,Ilorin,21.3,30.6,84,6.1,15.1,2.9,3,194.2
01/07/2011,Ilorin,21.6,29.7,82,4.9,13.3,3.1,4,81
01/08/2011,Ilorin,21.5,28.6,89,2.9,15.3,2.3,4,185
01/09/2011,Ilorin,21.7,30,87,5.5,14.2,2.5,4,281.7
01/10/2011,Ilorin,21.6,30.9,83,5.8,15.7,3.2,4,42.5
01/11/2011,Ilorin,18.8,35,72,7.7,14.9,6.7,3,0
01/12/2011,Ilorin,18.9,34.4,55,8.3,13.9,8.8,3.3,0
01/01/2012,Ilorin,18.4,34.2,50,6.5,14.1,3.5,4.2,0
01/02/2012,Ilorin,20.5,35.9,50,7.2,15.1,11.6,4.6,0
01/03/2012,Ilorin,23.7,37.2,70,7.9,15.3,8.7,5.1,13.8
01/04/2012,Ilorin,23,35.5,72,7.4,15.7,7.4,3.3,53.3
01/05/2012,Ilorin,22.9,33.2,77,5.4,15.8,4.5,5,145.1
01/06/2012,Ilorin,21.9,31,83,6.6,13,3.7,4.6,137.3
01/07/2012,Ilorin,21.8,29.7,86,4.8,11.8,3.2,4,85.1
01/08/2012,Ilorin,21.4,28.4,88,3.3,13.2,2.9,5,57
01/09/2012,Ilorin,20.9,29.7,87,4.8,14.3,2.8,4,173.6
01/10/2012,Ilorin,21.6,32.7,80,6.1,16.5,4.2,4,31.9
01/11/2012,Ilorin,22.4,35.5,70,8.6,18,7.3,3,0
01/12/2012,Ilorin,21.1,35.2,67,8.2,14.4,8.1,3.2,0
01/01/2013,Ilorin,18.1,32.3,39,6.3,15.1,10.8,8,7.2
01/02/2013,Ilorin,21.9,36.5,57,8.1,18.2,10.8,6,0
01/03/2013,Ilorin,24.6,36.7,70,7.8,16.9,7.9,6,28.4
01/04/2013,Ilorin,23.8,34,75,4.9,17.2,3.5,6,106.7
01/05/2013,Ilorin,23.5,33.5,74,6.5,16.2,5.5,5,45.8
01/06/2013,Ilorin,22.3,31.7,79,7,13.5,4.3,4.2,96.8
01/07/2013,Ilorin,22.3,29.5,86,5.2,11,2.7,5,160
01/08/2013,Ilorin,21.7,28.5,88,4.6,11.8,2.6,4,257.9
01/09/2013,Ilorin,21.8,29.8,84,5.2,12.6,2.8,3,93.3
01/10/2013,Ilorin,21.4,31.6,79,5.9,14.4,3.3,3,100.3
01/11/2013,Ilorin,21.4,34.1,76,7.9,16.2,6.4,3,5.9
01/12/2013,Ilorin,19,34,50,8.5,14.6,9.6,3.4,0
01/01/2014,Ilorin,20.9,34.8,61,6.9,14.3,8,5,0.25
01/02/2014,Ilorin,23.7,36.6,71,7.1,16.9,8.4,6,0.25
01/03/2014,Ilorin,24.2,37.1,64,6.9,17.2,9.5,7,25.3
01/04/2014,Ilorin,23.6,33.8,74,6.6,18.3,5.5,8,81.5
01/05/2014,Ilorin,23.6,33.1,75,6.6,17.5,5,6,98
01/06/2014,Ilorin,21.9,30.2,84,6.6,13.3,2.8,6,370.8
01/07/2014,Ilorin,21.5,29,85,4.3,12.8,2.8,2,94.2
01/08/2014,Ilorin,21.9,29,86,2.9,12.5,3,3,80.7
01/09/2014,Ilorin,21.3,29.3,86,4.1,14.5,2.1,2,105.2
01/10/2014,Ilorin,22,31.2,83,6.3,16.5,4.1,2,169.7
01/11/2014,Ilorin,21.2,32.2,75,7.7,17.1,5.7,1,8.1
01/12/2014,Ilorin,19.2,31.9,55,7.3,14.9,9.2,3,0
01/01/2015,Ilorin,20.1,36,58,7.2,12.3,8.8,2,0.25
01/02/2015,Ilorin,22.7,35.9,58,8.2,16,10,3.3,45.1
01/03/2015,Ilorin,23.7,36.6,62,6.7,16.7,9.4,3.4,77.5
01/04/2015,Ilorin,22.8,32,73,6.4,16.1,6.3,6.3,210.3
01/05/2015,Ilorin,22.7,30,81,6.7,16,3.9,5,310.4
01/06/2015,Ilorin,21.8,30,83,6.1,13.5,3.3,5.3,192.7
01/07/2015,Ilorin,21.5,29,86,2.6,10.1,2.6,5.6,156.8
01/08/2015,Ilorin,21.6,30,86,3.9,8.9,2.7,4.9,187.9
01/09/2015,Ilorin,21.7,31,86,3.7,13.7,2.6,4.4,104.1
01/10/2015,Ilorin,21.9,31.1,84,6.6,17.1,2.9,4,9.2
01/11/2015,Ilorin,21.9,34,76,8.3,18,5.2,4.4,0
01/12/2015,Ilorin,21.3,31.6,75,8.6,13.5,7,5.1,0
01/01/2016,Ilorin,19,34,42,8.2,10,11.1,3.6,0
01/02/2016,Ilorin,24,37,70,7.9,16,8.9,6.2,8
01/03/2016,Ilorin,24,36,71,7.1,17.8,7.4,6.2,60.1
01/04/2016,Ilorin,25,35,75,7.1,17.3,6.3,6.5,108.8
01/05/2016,Ilorin,23,31,81,6.9,15.3,3.4,4.5,255.7
01/06/2016,Ilorin,23,30,85,5.7,14.4,2.9,5.2,211.5
01/07/2016,Ilorin,22,29,86,4.7,12.7,2.6,5.6,133.8
01/08/2016,Ilorin,21,28,84,4,10.8,2.9,5.7,63.8
01/09/2016,Ilorin,22,30,88,3.9,12.2,2.4,4.1,271.5
01/10/2016,Ilorin,22,31,84,6.5,17,2.9,4.2,179.8
01/11/2016,Ilorin,21,34,73,6.6,17.7,6.9,3,1
01/12/2016,Ilorin,21,34,71,8.1,15.1,6.6,1.3,11.9
01/01/2017,Ilorin,23.2,33.1,80,7.8,14.1,5,3.8,0.6
