year,city,sr,tmin,tmax,rh,sh,ep,ws,rf,,,,,,,,,,,,,,,,,,,,,,,
01/03/2001,Enugu,14.70,24.20,37.50,53.00,5.20,10.90,6.20,148.90,,,,,,,,,,,,,,,,,,,,,,,
01/04/2001,Enugu,13.50,24.20,34.40,73.00,6.20,5.30,7.50,144.50,,,,,,,,,,,,,,,,,,,,,,,
01/05/2001,Enugu,13.20,23.70,32.10,78.00,6.20,3.50,6.70,194.10,,,,,,,,,,,,,,,,,,,,,,,
01/06/2001,Enugu,12.40,22.50,30.70,81.00,5.30,2.60,6.70,160.90,,,,,,,,,,,,,,,,,,,,,,,
01/07/2001,Enugu,10.20,22.50,29.00,86.00,3.50,2.40,6.10,261.30,,,,,,,,,,,,,,,,,,,,,,,
01/08/2001,Enugu,9.60,22.80,29.30,83.00,2.90,1.80,6.10,161.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/2001,Enugu,12.40,22.60,29.80,84.00,3.80,1.90,6.10,103.60,,,,,,,,,,,,,,,,,,,,,,,
01/10/2001,Enugu,13.10,22.70,30.70,81.00,5.70,2.50,5.50,202.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2001,Enugu,14.30,23.60,32.20,76.00,8.50,3.30,4.50,305.50,,,,,,,,,,,,,,,,,,,,,,,
01/12/2001,Enugu,13.60,23.10,32.10,75.00,5.10,3.90,4.50,159.10,,,,,,,,,,,,,,,,,,,,,,,
01/01/2002,Enugu,13.70,21.40,33.50,55.00,8.00,7.20,6.10,74.60,,,,,,,,,,,,,,,,,,,,,,,
01/02/2002,Enugu,14.80,25.00,35.30,71.00,6.90,6.40,6.70,305.50,,,,,,,,,,,,,,,,,,,,,,,
01/03/2002,Enugu,13.60,25.20,34.50,73.00,6.20,5.50,6.90,115.60,,,,,,,,,,,,,,,,,,,,,,,
01/04/2002,Enugu,13.60,23.90,32.00,80.00,6.80,3.10,6.10,138.40,,,,,,,,,,,,,,,,,,,,,,,
01/05/2002,Enugu,13.50,23.90,31.20,83.00,5.80,2.30,5.10,93.90,,,,,,,,,,,,,,,,,,,,,,,
01/06/2002,Enugu,12.40,23.60,31.10,83.00,4.50,2.20,5.90,191.60,,,,,,,,,,,,,,,,,,,,,,,
01/07/2002,Enugu,9.40,22.90,29.30,86.00,3.70,1.80,5.00,112.40,,,,,,,,,,,,,,,,,,,,,,,
01/08/2002,Enugu,7.90,22.60,29.20,86.00,2.80,1.70,5.90,28.70,,,,,,,,,,,,,,,,,,,,,,,
01/09/2002,Enugu,11.10,22.10,30.20,84.00,4.00,2.20,4.70,238.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2002,Enugu,13.50,21.90,30.30,80.00,5.50,2.50,4.60,301.80,,,,,,,,,,,,,,,,,,,,,,,
01/11/2002,Enugu,13.90,22.30,32.40,78.00,7.90,3.40,3.40,205.60,,,,,,,,,,,,,,,,,,,,,,,
01/12/2002,Enugu,13.80,19.30,32.10,50.00,7.40,7.20,6.10,239.50,,,,,,,,,,,,,,,,,,,,,,,
01/01/2003,Enugu,12.50,19.80,32.50,42.00,5.60,9.60,7.20,314.10,,,,,,,,,,,,,,,,,,,,,,,
01/02/2003,Enugu,14.00,21.00,35.90,49.00,5.80,11.30,5.90,194.60,,,,,,,,,,,,,,,,,,,,,,,
01/03/2003,Enugu,12.20,24.80,34.40,73.00,7.30,5.70,5.10,315.50,,,,,,,,,,,,,,,,,,,,,,,
01/04/2003,Enugu,11.90,24.50,33.20,78.00,6.20,4.20,4.60,186.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2003,Enugu,13.20,23.30,31.90,80.00,5.50,3.10,4.20,130.60,,,,,,,,,,,,,,,,,,,,,,,
01/06/2003,Enugu,12.10,22.50,29.80,82.00,5.30,2.40,4.50,291.70,,,,,,,,,,,,,,,,,,,,,,,
01/07/2003,Enugu,10.80,22.40,29.30,84.00,3.00,2.10,5.60,238.90,,,,,,,,,,,,,,,,,,,,,,,
01/08/2003,Enugu,9.30,22.50,28.80,83.00,3.10,2.30,7.10,173.60,,,,,,,,,,,,,,,,,,,,,,,
01/09/2003,Enugu,11.40,22.40,30.00,85.00,3.80,2.10,5.20,154.90,,,,,,,,,,,,,,,,,,,,,,,
01/10/2003,Enugu,12.80,22.50,30.80,82.00,6.00,2.70,4.80,278.70,,,,,,,,,,,,,,,,,,,,,,,
01/11/2003,Enugu,14.40,21.10,31.60,67.00,6.10,4.30,5.60,89.70,,,,,,,,,,,,,,,,,,,,,,,
01/12/2003,Enugu,13.60,19.30,38.30,59.00,5.60,6.50,5.80,346.40,,,,,,,,,,,,,,,,,,,,,,,
01/01/2004,Enugu,11.90,20.40,33.30,42.00,5.80,9.70,6.70,194.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/2004,Enugu,12.50,21.50,35.40,52.00,6.30,9.20,5.20,109.90,,,,,,,,,,,,,,,,,,,,,,,
01/03/2004,Enugu,12.70,23.90,34.30,67.00,5.70,7.30,7.10,211.20,,,,,,,,,,,,,,,,,,,,,,,
01/04/2004,Enugu,12.10,24.00,33.30,76.00,5.60,4.70,6.70,263.90,,,,,,,,,,,,,,,,,,,,,,,
01/05/2004,Enugu,12.40,23.60,32.10,79.00,4.80,3.40,5.30,277.20,,,,,,,,,,,,,,,,,,,,,,,
01/06/2004,Enugu,11.10,22.80,30.70,81.00,5.30,2.80,5.20,376.10,,,,,,,,,,,,,,,,,,,,,,,
01/07/2004,Enugu,11.00,22.80,29.60,83.00,3.00,2.60,6.20,188.70,,,,,,,,,,,,,,,,,,,,,,,
01/08/2004,Enugu,10.70,22.50,29.10,87.00,2.60,1.90,5.40,223.50,,,,,,,,,,,,,,,,,,,,,,,
01/09/2004,Enugu,11.20,22.50,30.30,85.00,3.50,2.30,4.60,357.50,,,,,,,,,,,,,,,,,,,,,,,
01/10/2004,Enugu,13.90,22.50,31.10,82.00,4.80,2.50,4.60,273.80,,,,,,,,,,,,,,,,,,,,,,,
01/11/2004,Enugu,14.90,22.80,32.40,75.00,6.70,3.10,4.60,219.70,,,,,,,,,,,,,,,,,,,,,,,
01/12/2004,Enugu,13.60,20.00,31.90,88.00,6.40,6.00,5.90,234.30,,,,,,,,,,,,,,,,,,,,,,,
01/01/2005,Enugu,13.50,21.40,32.60,60.00,5.20,7.00,6.10,222.30,,,,,,,,,,,,,,,,,,,,,,,
01/02/2005,Enugu,14.50,23.00,35.10,66.00,7.00,7.40,3.90,170.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2005,Enugu,15.70,25.10,35.70,68.00,3.20,7.20,7.00,375.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/2005,Enugu,15.20,23.70,33.30,76.00,5.40,4.60,5.90,288.40,,,,,,,,,,,,,,,,,,,,,,,
01/05/2005,Enugu,12.20,23.00,31.70,82.00,4.90,2.80,4.90,281.20,,,,,,,,,,,,,,,,,,,,,,,
01/06/2005,Enugu,13.70,22.70,30.90,84.00,3.90,2.70,5.30,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2005,Enugu,10.80,22.70,29.60,85.00,3.10,2.20,5.80,199.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2005,Enugu,9.70,21.90,28.20,88.00,2.50,1.70,6.00,221.20,,,,,,,,,,,,,,,,,,,,,,,
01/09/2005,Enugu,11.10,22.70,30.00,86.00,3.30,2.20,5.10,153.90,,,,,,,,,,,,,,,,,,,,,,,
01/10/2005,Enugu,13.50,22.40,30.90,83.00,4.90,2.30,4.20,321.40,,,,,,,,,,,,,,,,,,,,,,,
01/11/2005,Enugu,15.10,21.10,32.70,69.00,7.20,4.80,4.90,489.60,,,,,,,,,,,,,,,,,,,,,,,
01/12/2005,Enugu,13.10,17.80,32.80,36.00,8.20,9.40,7.20,228.70,,,,,,,,,,,,,,,,,,,,,,,
01/01/2006,Enugu,13.20,19.80,33.60,41.00,5.90,8.90,5.80,219.20,,,,,,,,,,,,,,,,,,,,,,,
01/02/2006,Enugu,14.30,22.10,35.50,62.00,6.20,8.30,4.80,216.20,,,,,,,,,,,,,,,,,,,,,,,
01/03/2006,Enugu,15.00,24.90,35.00,72.00,6.00,6.30,6.30,101.10,,,,,,,,,,,,,,,,,,,,,,,
01/04/2006,Enugu,15.20,24.30,33.90,75.00,5.80,4.50,5.60,350.50,,,,,,,,,,,,,,,,,,,,,,,
01/05/2006,Enugu,16.00,22.70,31.60,82.00,6.10,0.70,4.70,202.80,,,,,,,,,,,,,,,,,,,,,,,
01/06/2006,Enugu,14.20,22.60,30.50,84.00,5.20,2.30,5.40,141.90,,,,,,,,,,,,,,,,,,,,,,,
01/07/2006,Enugu,10.20,22.80,29.50,85.00,3.50,2.10,5.40,200.50,,,,,,,,,,,,,,,,,,,,,,,
01/08/2006,Enugu,10.60,22.60,29.40,89.00,2.60,1.80,4.60,220.30,,,,,,,,,,,,,,,,,,,,,,,
01/09/2006,Enugu,13.50,22.70,30.60,84.00,4.60,2.30,4.70,182.60,,,,,,,,,,,,,,,,,,,,,,,
01/10/2006,Enugu,13.30,22.10,30.80,82.00,5.90,7.10,4.50,279.40,,,,,,,,,,,,,,,,,,,,,,,
01/11/2006,Enugu,16.80,20.30,32.20,64.00,6.40,4.80,5.50,244.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/2006,Enugu,14.50,20.40,33.50,68.00,6.40,5.50,4.50,354.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2007,Enugu,12.90,21.70,34.40,74.00,5.60,5.60,4.70,263.70,,,,,,,,,,,,,,,,,,,,,,,
01/02/2007,Enugu,17.40,24.60,35.00,70.00,5.10,6.10,5.90,140.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2007,Enugu,14.30,24.50,34.40,74.00,6.70,5.60,6.50,356.70,,,,,,,,,,,,,,,,,,,,,,,
01/04/2007,Enugu,14.90,23.80,32.80,77.00,6.10,4.40,6.20,289.60,,,,,,,,,,,,,,,,,,,,,,,
01/05/2007,Enugu,16.50,23.40,31.00,80.00,6.20,3.20,6.30,344.90,,,,,,,,,,,,,,,,,,,,,,,
01/06/2007,Enugu,14.10,23.10,31.20,82.00,4.80,2.70,5.60,285.90,,,,,,,,,,,,,,,,,,,,,,,
01/07/2007,Enugu,10.50,22.00,29.70,85.00,2.70,2.30,5.80,316.80,,,,,,,,,,,,,,,,,,,,,,,
01/08/2007,Enugu,9.70,22.50,29.30,86.00,2.60,2.10,5.50,206.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/2007,Enugu,12.60,22.90,30.40,82.00,3.50,2.40,5.40,188.80,,,,,,,,,,,,,,,,,,,,,,,
01/10/2007,Enugu,14.80,22.30,30.70,82.00,5.60,2.70,5.00,296.40,,,,,,,,,,,,,,,,,,,,,,,
01/11/2007,Enugu,16.20,19.70,32.40,61.00,8.30,5.80,5.60,286.90,,,,,,,,,,,,,,,,,,,,,,,
01/12/2007,Enugu,14.50,20.40,33.50,70.00,7.80,5.60,4.10,284.70,,,,,,,,,,,,,,,,,,,,,,,
01/01/2008,Enugu,15.00,22.40,33.30,64.00,6.60,7.00,5.10,258.30,,,,,,,,,,,,,,,,,,,,,,,
01/02/2008,Enugu,17.30,20.00,36.10,31.00,5.90,13.00,7.80,369.20,,,,,,,,,,,,,,,,,,,,,,,
01/03/2008,Enugu,16.10,23.10,35.00,68.00,6.50,6.40,5.60,306.40,,,,,,,,,,,,,,,,,,,,,,,
01/04/2008,Enugu,15.20,23.00,32.70,81.00,6.30,3.30,5.60,250.60,,,,,,,,,,,,,,,,,,,,,,,
01/05/2008,Enugu,14.40,22.80,31.60,80.00,7.10,2.80,4.30,206.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2008,Enugu,13.30,22.80,29.40,82.00,5.40,0.00,5.20,237.10,,,,,,,,,,,,,,,,,,,,,,,
01/07/2008,Enugu,12.90,23.00,29.00,81.00,5.30,0.00,6.50,238.50,,,,,,,,,,,,,,,,,,,,,,,
01/08/2008,Enugu,12.90,22.90,29.20,85.00,4.80,2.00,5.60,227.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/2008,Enugu,15.30,22.80,29.80,85.00,4.30,2.40,5.40,158.50,,,,,,,,,,,,,,,,,,,,,,,
01/10/2008,Enugu,14.60,21.90,31.40,82.00,5.20,2.30,4.70,87.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2008,Enugu,14.00,21.70,33.00,80.00,6.80,2.80,3.90,228.60,,,,,,,,,,,,,,,,,,,,,,,
01/12/2008,Enugu,14.50,20.30,33.40,62.00,7.10,5.10,5.00,270.60,,,,,,,,,,,,,,,,,,,,,,,
01/01/2009,Enugu,13.90,21.00,33.00,43.00,7.50,8.20,7.20,265.30,,,,,,,,,,,,,,,,,,,,,,,
01/02/2009,Enugu,15.40,24.50,36.90,57.00,6.60,8.10,5.90,251.40,,,,,,,,,,,,,,,,,,,,,,,
01/03/2009,Enugu,16.60,24.90,36.40,59.00,5.70,8.70,6.40,305.60,,,,,,,,,,,,,,,,,,,,,,,
01/04/2009,Enugu,14.70,26.00,35.00,75.00,6.20,4.90,6.90,193.50,,,,,,,,,,,,,,,,,,,,,,,
01/05/2009,Enugu,15.30,25.00,33.00,79.00,7.00,3.20,5.80,270.40,,,,,,,,,,,,,,,,,,,,,,,
01/06/2009,Enugu,14.10,23.00,32.00,83.00,5.10,2.60,5.20,245.10,,,,,,,,,,,,,,,,,,,,,,,
01/07/2009,Enugu,12.50,23.10,30.30,81.00,3.50,2.40,6.40,219.30,,,,,,,,,,,,,,,,,,,,,,,
01/08/2009,Enugu,11.30,23.20,29.60,81.00,4.60,2.60,0.70,162.20,,,,,,,,,,,,,,,,,,,,,,,
01/09/2009,Enugu,13.10,23.00,30.00,85.00,4.40,2.30,5.70,508.30,,,,,,,,,,,,,,,,,,,,,,,
01/10/2009,Enugu,14.70,23.00,31.00,83.00,5.50,2.50,4.60,320.20,,,,,,,,,,,,,,,,,,,,,,,
01/11/2009,Enugu,16.70,23.50,33.90,78.00,6.40,3.90,3.80,313.00,,,,,,,,,,,,,,,,,,,,,,,
01/12/2009,Enugu,15.00,20.90,33.50,59.00,6.20,6.10,5.30,186.70,,,,,,,,,,,,,,,,,,,,,,,
01/01/2010,Enugu,13.90,22.20,33.90,64.00,7.20,6.40,5.90,216.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/2010,Enugu,17.20,24.90,34.60,72.00,6.40,5.30,6.00,340.20,,,,,,,,,,,,,,,,,,,,,,,
01/03/2010,Enugu,15.60,21.60,35.00,73.00,5.90,6.10,8.00,368.30,,,,,,,,,,,,,,,,,,,,,,,
01/04/2010,Enugu,14.60,24.30,33.60,74.00,6.10,4.60,6.40,226.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/2010,Enugu,16.00,23.00,32.00,82.00,6.90,3.10,5.80,259.20,,,,,,,,,,,,,,,,,,,,,,,
01/06/2010,Enugu,12.70,23.00,31.00,82.00,5.30,2.70,5.20,206.40,,,,,,,,,,,,,,,,,,,,,,,
01/07/2010,Enugu,11.60,22.50,30.10,86.00,3.70,2.40,5.90,289.50,,,,,,,,,,,,,,,,,,,,,,,
01/08/2010,Enugu,11.60,22.70,30.10,83.00,3.90,2.50,6.00,152.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2010,Enugu,13.60,22.30,30.00,84.00,4.50,2.30,5.10,263.30,,,,,,,,,,,,,,,,,,,,,,,
01/10/2010,Enugu,14.60,22.40,30.30,83.00,6.00,2.30,4.60,400.40,,,,,,,,,,,,,,,,,,,,,,,
01/11/2010,Enugu,16.20,23.00,32.90,78.00,6.80,3.30,3.70,174.10,,,,,,,,,,,,,,,,,,,,,,,
01/12/2010,Enugu,15.80,19.10,33.30,58.00,5.30,6.70,5.70,277.60,,,,,,,,,,,,,,,,,,,,,,,
01/01/2011,Enugu,15.10,22.60,34.30,65.00,7.10,6.60,5.60,402.50,,,,,,,,,,,,,,,,,,,,,,,
01/02/2011,Enugu,14.80,21.40,34.30,43.00,6.50,10.50,6.80,329.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,Enugu,13.50,23.40,36.00,62.00,6.40,8.70,6.60,221.30,,,,,,,,,,,,,,,,,,,,,,,
01/04/2011,Enugu,15.10,24.00,34.00,75.00,6.80,5.20,7.40,281.10,,,,,,,,,,,,,,,,,,,,,,,
01/05/2011,Enugu,15.20,23.80,32.60,80.00,6.50,3.30,5.70,364.80,,,,,,,,,,,,,,,,,,,,,,,
01/06/2011,Enugu,12.70,22.50,31.10,83.00,4.50,2.50,5.40,108.70,,,,,,,,,,,,,,,,,,,,,,,
01/07/2011,Enugu,12.30,22.80,30.10,84.00,3.00,2.20,6.00,213.60,,,,,,,,,,,,,,,,,,,,,,,
01/08/2011,Enugu,11.90,21.90,29.30,86.00,4.30,2.00,6.10,182.90,,,,,,,,,,,,,,,,,,,,,,,
01/09/2011,Enugu,12.50,22.90,30.40,84.00,4.30,2.30,5.60,183.80,,,,,,,,,,,,,,,,,,,,,,,
01/10/2011,Enugu,15.20,22.70,31.00,83.00,5.90,2.40,4.50,316.70,,,,,,,,,,,,,,,,,,,,,,,
01/11/2011,Enugu,17.00,23.40,33.40,74.00,7.10,3.60,4.30,185.70,,,,,,,,,,,,,,,,,,,,,,,
01/12/2011,Enugu,16.40,19.80,33.30,52.00,5.50,7.10,6.30,92.30,,,,,,,,,,,,,,,,,,,,,,,
01/01/2012,Enugu,14.60,19.40,34.20,50.00,7.40,8.50,5.90,92.20,,,,,,,,,,,,,,,,,,,,,,,
01/02/2012,Enugu,17.10,21.80,35.50,49.00,6.30,10.20,6.60,385.80,,,,,,,,,,,,,,,,,,,,,,,
01/03/2012,Enugu,14.50,24.60,34.60,73.00,6.50,5.60,6.70,462.60,,,,,,,,,,,,,,,,,,,,,,,
01/04/2012,Enugu,14.50,23.90,33.30,77.00,7.00,4.00,6.50,198.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/2012,Enugu,14.90,23.00,32.00,81.00,6.50,2.90,5.70,292.30,,,,,,,,,,,,,,,,,,,,,,,
01/06/2012,Enugu,13.60,23.00,31.00,80.00,5.30,2.60,5.50,226.40,,,,,,,,,,,,,,,,,,,,,,,
01/07/2012,Enugu,12.80,21.90,29.80,83.00,3.00,2.40,5.80,413.40,,,,,,,,,,,,,,,,,,,,,,,
01/08/2012,Enugu,12.00,21.70,28.80,85.00,2.90,2.10,6.30,359.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/2012,Enugu,14.50,22.60,30.00,85.00,4.30,2.20,5.50,264.50,,,,,,,,,,,,,,,,,,,,,,,
01/10/2012,Enugu,15.90,22.30,31.40,81.00,5.60,2.80,4.40,149.30,,,,,,,,,,,,,,,,,,,,,,,
01/11/2012,Enugu,15.60,22.10,34.10,73.00,7.40,4.50,4.00,389.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/2012,Enugu,15.70,20.20,34.60,67.00,8.00,6.10,4.80,187.20,,,,,,,,,,,,,,,,,,,,,,,
01/01/2013,Enugu,15.50,18.30,33.80,36.00,5.60,11.00,7.20,432.10,,,,,,,,,,,,,,,,,,,,,,,
01/02/2013,Enugu,17.30,21.20,35.70,59.00,6.70,8.30,6.30,268.40,,,,,,,,,,,,,,,,,,,,,,,
01/03/2013,Enugu,16.10,22.60,35.00,74.00,4.80,5.80,7.00,235.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/2013,Enugu,15.40,22.90,33.30,77.00,5.30,4.20,6.80,96.20,,,,,,,,,,,,,,,,,,,,,,,
01/05/2013,Enugu,16.10,22.70,32.80,79.00,6.30,3.30,5.70,101.20,,,,,,,,,,,,,,,,,,,,,,,
01/06/2013,Enugu,14.70,22.10,31.10,84.00,5.30,2.50,5.50,331.80,,,,,,,,,,,,,,,,,,,,,,,
01/07/2013,Enugu,12.00,21.90,30.50,85.00,4.60,2.20,5.30,130.60,,,,,,,,,,,,,,,,,,,,,,,
01/08/2013,Enugu,11.30,22.20,29.70,84.00,3.60,2.10,5.70,121.90,,,,,,,,,,,,,,,,,,,,,,,
01/09/2013,Enugu,13.70,21.40,30.00,81.00,4.90,2.20,5.20,290.20,,,,,,,,,,,,,,,,,,,,,,,
01/10/2013,Enugu,15.30,21.90,30.80,84.00,5.60,2.10,4.00,272.30,,,,,,,,,,,,,,,,,,,,,,,
01/11/2013,Enugu,17.80,20.10,33.00,76.00,7.20,3.60,4.00,292.00,,,,,,,,,,,,,,,,,,,,,,,
01/12/2013,Enugu,16.70,21.60,34.10,48.00,7.10,7.50,6.00,188.30,,,,,,,,,,,,,,,,,,,,,,,
01/01/2014,Enugu,15.50,20.00,34.60,61.00,4.40,6.50,5.00,261.90,,,,,,,,,,,,,,,,,,,,,,,
01/02/2014,Enugu,16.20,18.90,36.10,69.00,6.80,7.20,3.00,338.40,,,,,,,,,,,,,,,,,,,,,,,
01/03/2014,Enugu,16.50,23.30,36.00,68.00,4.90,7.10,5.00,193.60,,,,,,,,,,,,,,,,,,,,,,,
01/04/2014,Enugu,16.10,23.30,34.40,73.00,6.40,5.30,4.00,305.40,,,,,,,,,,,,,,,,,,,,,,,
01/05/2014,Enugu,14.70,23.30,33.30,76.00,5.80,4.00,3.00,225.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2014,Enugu,15.10,22.20,30.40,84.00,5.40,2.40,3.00,253.20,,,,,,,,,,,,,,,,,,,,,,,
01/07/2014,Enugu,13.90,22.20,30.40,82.00,2.70,2.40,3.00,298.60,,,,,,,,,,,,,,,,,,,,,,,
01/08/2014,Enugu,12.70,21.60,30.50,82.00,3.90,2.40,5.10,364.60,,,,,,,,,,,,,,,,,,,,,,,
01/09/2014,Enugu,13.40,21.60,30.40,84.00,4.30,2.10,3.00,594.60,,,,,,,,,,,,,,,,,,,,,,,
01/10/2014,Enugu,14.50,21.60,32.10,80.00,5.20,2.70,3.00,395.90,,,,,,,,,,,,,,,,,,,,,,,
01/11/2014,Enugu,16.40,20.50,33.40,75.00,6.80,3.50,2.00,218.10,,,,,,,,,,,,,,,,,,,,,,,
01/12/2014,Enugu,16.70,33.50,54.00,7.10,6.80,3.00,0.25,248.20,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,Enugu,16.70,36.00,51.00,4.90,7.40,3.00,32.40,309.50,,,,,,,,,,,,,,,,,,,,,,,
01/02/2015,Enugu,22.20,37.00,55.00,6.00,9.00,4.00,0.25,259.40,,,,,,,,,,,,,,,,,,,,,,,
01/03/2015,Enugu,23.30,34.00,60.00,4.80,8.60,4.00,32.30,206.30,,,,,,,,,,,,,,,,,,,,,,,
01/04/2015,Enugu,23.30,32.00,74.00,5.20,4.50,3.00,202.00,222.70,,,,,,,,,,,,,,,,,,,,,,,
01/05/2015,Enugu,22.80,32.90,80.00,6.20,2.90,3.00,357.50,285.20,,,,,,,,,,,,,,,,,,,,,,,
01/06/2015,Enugu,22.20,31.20,81.00,5.10,2.70,3.00,206.10,217.40,,,,,,,,,,,,,,,,,,,,,,,
01/07/2015,Enugu,22.20,30.40,81.00,5.30,2.40,3.00,289.50,317.50,,,,,,,,,,,,,,,,,,,,,,,
01/08/2015,Enugu,22.20,29.90,84.00,4.30,2.20,4.00,331.80,230.50,,,,,,,,,,,,,,,,,,,,,,,
01/09/2015,Enugu,22.20,30.20,85.00,4.70,2.30,3.00,339.70,249.70,,,,,,,,,,,,,,,,,,,,,,,
01/10/2015,Enugu,21.60,32.40,81.00,5.50,2.70,2.00,226.50,243.50,,,,,,,,,,,,,,,,,,,,,,,
01/11/2015,Enugu,22.20,33.30,76.00,6.40,4.00,2.00,0.25,331.90,,,,,,,,,,,,,,,,,,,,,,,
01/12/2015,Enugu,21.10,33.60,70.00,6.20,5.60,2.00,0.25,192.40,,,,,,,,,,,,,,,,,,,,,,,
01/01/2016,Enugu,20.00,32.80,42.00,6.30,9.30,2.00,0.25,176.30,,,,,,,,,,,,,,,,,,,,,,,
01/02/2016,Enugu,23.30,35.10,67.00,7.60,6.90,4.00,28.00,392.30,,,,,,,,,,,,,,,,,,,,,,,
01/03/2016,Enugu,22.80,34.70,72.00,6.30,6.20,3.00,72.50,256.60,,,,,,,,,,,,,,,,,,,,,,,
01/04/2016,Enugu,23.90,32.90,71.00,5.80,5.60,4.00,305.50,195.10,,,,,,,,,,,,,,,,,,,,,,,
01/05/2016,Enugu,22.80,32.10,79.00,5.90,3.30,3.00,273.80,339.70,,,,,,,,,,,,,,,,,,,,,,,
01/06/2016,Enugu,22.20,30.40,84.00,4.80,2.70,3.00,188.80,407.90,,,,,,,,,,,,,,,,,,,,,,,
01/07/2016,Enugu,22.20,29.30,87.00,3.10,2.10,3.00,152.00,270.90,,,,,,,,,,,,,,,,,,,,,,,
01/08/2016,Enugu,22.20,29.20,81.00,4.70,2.50,2.00,130.60,334.40,,,,,,,,,,,,,,,,,,,,,,,
01/09/2016,Enugu,22.20,29.00,84.00,3.70,2.20,3.00,407.90,258.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2016,Enugu,22.20,30.70,81.00,5.80,2.60,3.00,118.10,283.60,,,,,,,,,,,,,,,,,,,,,,,
01/11/2016,Enugu,20.50,32.10,77.00,8.10,3.90,3.00,0.25,261.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/2016,Enugu,21.10,32.80,70.00,8.10,4.80,2.00,0.25,286.10,,,,,,,,,,,,,,,,,,,,,,,
01/01/2017,Enugu,20.00,36.60,75.00,7.60,4.90,3.00,0.25,300.20,,,,,,,,,,,,,,,,,,,,,,,
01/02/2017,Enugu,22.20,33.90,76.00,6.50,5.20,4.00,46.50,204.70,,,,,,,,,,,,,,,,,,,,,,,
01/03/2017,Enugu,23.90,35.50,70.00,6.10,5.80,5.00,10.40,208.40,,,,,,,,,,,,,,,,,,,,,,,
01/04/2017,Enugu,22.80,33.30,75.00,6.80,5.10,4.00,159.10,154.20,,,,,,,,,,,,,,,,,,,,,,,
01/05/2017,Enugu,22.80,32.20,83.00,6.60,2.60,4.00,219.70,301.80,,,,,,,,,,,,,,,,,,,,,,,
01/06/2017,Enugu,22.20,30.00,83.00,4.50,2.50,4.00,296.40,267.10,,,,,,,,,,,,,,,,,,,,,,,
01/07/2017,Enugu,21.60,28.90,84.00,4.10,2.30,5.00,263.30,260.40,,,,,,,,,,,,,,,,,,,,,,,
01/08/2017,Enugu,22.20,29.40,82.00,3.30,2.50,3.00,121.90,176.80,,,,,,,,,,,,,,,,,,,,,,,
01/09/2017,Enugu,21.60,29.40,88.00,3.80,2.00,3.00,270.90,315.60,,,,,,,,,,,,,,,,,,,,,,,
01/10/2017,Enugu,21.60,30.50,85.00,4.90,2.40,3.00,332.50,209.80,,,,,,,,,,,,,,,,,,,,,,,
01/11/2017,Enugu,20.50,33.30,65.00,6.60,5.20,3.00,1.50,24.20,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,Enugu,22.20,33.30,48.00,7.10,7.60,0.00,0.25,122.50,,,,,,,,,,,,,,,,,,,,,,,
01/01/2018,Enugu,21.60,33.90,63.00,7.40,6.70,2.00,0.25,157.80,,,,,,,,,,,,,,,,,,,,,,,
01/02/2018,Enugu,21.60,34.40,53.00,6.40,8.60,3.00,0.25,101.60,,,,,,,,,,,,,,,,,,,,,,,
01/03/2018,Enugu,23.30,32.70,64.00,5.50,7.70,4.00,2.90,135.70,,,,,,,,,,,,,,,,,,,,,,,
01/04/2018,Enugu,23.30,32.70,73.00,6.10,4.70,3.00,74.60,206.10,,,,,,,,,,,,,,,,,,,,,,,
01/05/2018,Enugu,22.80,31.60,78.00,5.90,3.60,2.00,234.30,217.10,,,,,,,,,,,,,,,,,,,,,,,
01/06/2018,Enugu,22.20,30.00,81.00,6.30,2.70,2.00,286.90,318.80,,,,,,,,,,,,,,,,,,,,,,,
